Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2025-08-11,Z5,22.32,74.78,0,653.83
2025-08-12,Z1,17.23,75.79,0,486.79
2025-08-12,Z2,21.32,71.94,0,561.55
2025-08-12,Z3,21.18,79.19,0,576.88
2025-08-12,Z4,18.5,68.79,0,507.47
2025-08-12,Z5,19.63,75.73,0,617.94
2025-08-13,Z1,18.74,70.8,0,544.15
2025-08-13,Z2,19.56,71.65,0,535.05
2025-08-13,Z3,20.31,73.25,0,554.01
2025-08-13,Z4,15.83,69.74,0,534.16
2025-08-13,Z5,16.08,83.57,0,564.29
2025-08-14,Z1,15.75,78.76,0,463.65
2025-08-14,Z2,17.0,73.17,1,595.89
2025-08-14,Z3,13.94,82.5,0,537.48
2025-08-14,Z4,20.51,79.35,0,608.04
2025-08-14,Z5,16.97,78.75,0,580.13
2025-08-15,Z1,19.08,73.76,0,517.42
2025-08-15,Z2,20.48,72.31,1,641.62
2025-08-15,Z3,20.48,66.88,0,549.97
2025-08-15,Z4,16.71,74.57,0,549.19
2025-08-15,Z5,16.12,82.4,0,599.62
2025-08-16,Z1,17.81,71.5,0,487.63
2025-08-16,Z2,18.93,77.98,0,575.33
2025-08-16,Z3,15.85,77.16,0,537.78
2025-08-16,Z4,17.9,76.56,0,597.29
2025-08-16,Z5,19.46,80.22,0,604.38
2025-08-17,Z1,21.22,71.77,0,554.99
2025-08-17,Z2,21.03,76.08,0,591.55
2025-08-17,Z3,13.7,79.72,0,532.41
2025-08-17,Z4,19.73,76.89,0,637.21
2025-08-17,Z5,17.73,69.36,0,580.9
2025-08-18,Z1,15.02,74.22,0,471.66
2025-08-18,Z2,18.51,80.07,0,561.22
2025-08-18,Z3,18.87,74.08,0,564.8
2025-08-18,Z4,18.26,82.72,0,625.87
2025-08-18,Z5,12.72,82.76,0,560.81
2025-08-19,Z1,14.1,78.17,0,497.23
2025-08-19,Z2,16.04,76.45,0,530.03
2025-08-19,Z3,12.84,90.0,0,560.53
2025-08-19,Z4,18.31,78.82,0,606.28
2025-08-19,Z5,16.37,76.61,0,595.71
2025-08-20,Z1,17.17,83.44,0,531.66
2025-08-20,Z2,18.12,74.21,0,505.46
2025-08-20,Z3,19.92,76.69,0,569.42
2025-08-20,Z4,19.63,80.08,0,623.84
2025-08-20,Z5,20.12,76.65,1,696.78
2025-08-21,Z1,17.11,82.12,0,542.77
2025-08-21,Z2,16.45,76.69,0,561.93
2025-08-21,Z3,15.24,67.27,1,588.69
2025-08-21,Z4,19.44,71.82,1,680.06
2025-08-21,Z5,16.66,67.25,0,590.27
2025-08-22,Z1,19.78,70.26,0,537.19
2025-08-22,Z2,17.95,72.83,0,549.3
2025-08-22,Z3,17.78,76.59,0,574.77
2025-08-22,Z4,17.7,74.49,0,561.29
2025-08-22,Z5,14.23,82.33,0,546.89
2025-08-23,Z1,18.25,80.15,0,522.04
2025-08-23,Z2,19.5,78.48,0,512.5
2025-08-23,Z3,18.1,84.38,0,563.76
2025-08-23,Z4,16.17,79.45,0,555.76
2025-08-23,Z5,19.68,76.76,0,632.85
2025-08-24,Z1,13.62,85.11,0,527.17
2025-08-24,Z2,18.72,82.09,0,536.59
2025-08-24,Z3,16.35,80.56,0,535.85
2025-08-24,Z4,17.25,79.68,0,614.74
2025-08-24,Z5,19.52,79.01,0,633.8
2025-08-25,Z1,16.01,82.77,0,517.63
2025-08-25,Z2,16.77,78.62,0,522.2
2025-08-25,Z3,15.24,82.52,0,564.28
2025-08-25,Z4,16.91,75.78,0,559.39
2025-08-25,Z5,18.7,76.31,0,577.47
2025-08-26,Z1,18.19,79.17,0,506.17
2025-08-26,Z2,15.22,85.16,0,536.7
2025-08-26,Z3,16.75,73.1,0,519.29
2025-08-26,Z4,13.67,83.4,1,666.08
2025-08-26,Z5,16.25,80.22,1,675.55
2025-08-27,Z1,18.05,76.6,0,499.06
2025-08-27,Z2,15.56,76.58,0,512.07
2025-08-27,Z3,16.38,74.06,0,516.28
2025-08-27,Z4,17.82,83.91,0,565.16
2025-08-27,Z5,19.1,81.62,0,635.48
2025-08-28,Z1,16.42,84.67,1,625.79
2025-08-28,Z2,17.64,72.97,0,505.25
2025-08-28,Z3,18.23,75.86,0,560.32
2025-08-28,Z4,16.2,82.63,0,540.43
2025-08-28,Z5,12.77,87.57,1,661.87
2025-08-29,Z1,17.29,80.63,0,517.02
2025-08-29,Z2,16.07,80.09,0,543.18
2025-08-29,Z3,18.29,71.88,0,579.09
2025-08-29,Z4,13.7,82.7,0,548.86
2025-08-29,Z5,14.41,89.19,0,588.75
2025-08-30,Z1,17.33,74.24,0,490.22
2025-08-30,Z2,19.36,75.71,0,536.18
2025-08-30,Z3,14.76,78.82,0,525.73
2025-08-30,Z4,14.96,78.93,0,558.09
2025-08-30,Z5,16.67,72.4,1,672.15
2025-08-31,Z1,15.24,83.92,0,524.24
2025-08-31,Z2,16.64,84.5,0,541.9
2025-08-31,Z3,18.41,81.18,0,596.94
2025-08-31,Z4,13.61,80.4,0,537.48
2025-08-31,Z5,16.35,79.44,0,617.19
2025-09-01,Z1,15.65,83.98,0,517.75
2025-09-01,Z2,19.55,82.01,0,545.77
2025-09-01,Z3,14.94,75.68,0,553.87
2025-09-01,Z4,19.17,73.27,0,556.45
2025-09-01,Z5,20.83,72.97,0,612.76
2025-09-02,Z1,15.29,88.34,0,532.45
2025-09-02,Z2,15.05,73.17,0,515.06
2025-09-02,Z3,18.39,78.73,0,576.61
2025-09-02,Z4,15.41,76.6,0,595.45
2025-09-02,Z5,17.25,71.65,0,581.13
2025-09-03,Z1,16.48,90.0,1,619.94
2025-09-03,Z2,15.67,86.28,0,533.23
2025-09-03,Z3,21.4,72.8,0,549.28
2025-09-03,Z4,15.62,82.51,1,714.31
2025-09-03,Z5,17.23,72.39,0,585.14
2025-09-04,Z1,16.53,74.45,0,487.35
2025-09-04,Z2,17.42,75.97,1,608.1
2025-09-04,Z3,14.76,88.57,0,530.51
2025-09-04,Z4,17.96,72.43,1,672.56
2025-09-04,Z5,17.0,72.72,0,600.09
2025-09-05,Z1,17.43,82.73,0,556.19
2025-09-05,Z2,15.5,76.61,0,535.21
2025-09-05,Z3,18.23,73.4,0,537.74
2025-09-05,Z4,13.08,79.51,0,518.22
2025-09-05,Z5,13.47,80.06,0,573.31
2025-09-06,Z1,16.91,84.45,0,494.29
2025-09-06,Z2,17.81,83.61,0,537.22
2025-09-06,Z3,17.05,77.31,0,549.16
2025-09-06,Z4,19.01,78.44,0,599.89
2025-09-06,Z5,16.71,80.07,0,596.38
2025-09-07,Z1,13.47,90.0,0,527.31
2025-09-07,Z2,17.27,78.29,0,494.08
2025-09-07,Z3,20.05,71.0,0,562.36
2025-09-07,Z4,19.01,76.09,0,592.39
2025-09-07,Z5,13.9,81.77,0,572.38
2025-09-08,Z1,14.18,80.99,0,510.76
2025-09-08,Z2,14.51,64.99,0,488.63
2025-09-08,Z3,16.03,73.53,0,532.04
2025-09-08,Z4,14.1,83.82,0,553.07
2025-09-08,Z5,14.69,81.79,0,604.76
2025-09-09,Z1,14.51,83.79,0,478.39
2025-09-09,Z2,17.04,79.88,0,541.29
2025-09-09,Z3,17.74,76.26,0,533.85
2025-09-09,Z4,17.75,81.23,0,611.69
2025-09-09,Z5,15.75,79.37,1,699.45
2025-09-10,Z1,10.99,87.92,0,418.27
2025-09-10,Z2,14.0,87.05,0,525.38
2025-09-10,Z3,12.25,77.86,0,483.61
2025-09-10,Z4,16.47,78.2,0,597.24
2025-09-10,Z5,15.1,77.9,1,658.91
2025-09-11,Z1,14.53,71.01,0,470.55
2025-09-11,Z2,16.54,68.71,0,494.76
2025-09-11,Z3,11.48,83.02,0,525.45
2025-09-11,Z4,15.05,71.97,0,557.57
2025-09-11,Z5,13.71,81.0,0,564.97
2025-09-12,Z1,17.03,68.4,0,485.93
2025-09-12,Z2,16.35,76.95,0,542.0
2025-09-12,Z3,16.77,76.83,0,547.26
2025-09-12,Z4,12.86,85.54,0,549.98
2025-09-12,Z5,17.36,72.38,0,576.11
2025-09-13,Z1,15.75,79.5,0,534.82
2025-09-13,Z2,14.53,76.68,0,514.53
2025-09-13,Z3,18.67,75.34,1,642.37
2025-09-13,Z4,17.8,79.86,0,565.84
2025-09-13,Z5,14.89,81.59,0,590.15
2025-09-14,Z1,10.16,90.0,0,483.51
2025-09-14,Z2,16.65,75.17,0,524.65
2025-09-14,Z3,17.15,82.59,0,556.89
2025-09-14,Z4,15.95,73.82,0,538.66
2025-09-14,Z5,15.26,71.32,0,554.03
2025-09-15,Z1,15.67,79.56,0,529.59
2025-09-15,Z2,12.88,83.29,0,526.96
2025-09-15,Z3,12.0,81.43,1,614.08
2025-09-15,Z4,14.0,85.84,0,572.6
2025-09-15,Z5,13.77,87.26,1,696.85
2025-09-16,Z1,13.62,83.76,0,487.95
2025-09-16,Z2,16.32,79.68,0,521.48
2025-09-16,Z3,15.78,82.4,0,530.75
2025-09-16,Z4,11.95,83.03,0,528.48
2025-09-16,Z5,11.94,77.46,0,541.82
2025-09-17,Z1,16.03,72.08,0,463.43
2025-09-17,Z2,16.57,83.07,0,522.45
2025-09-17,Z3,14.73,75.79,1,635.49
2025-09-17,Z4,14.24,87.38,0,570.96
2025-09-17,Z5,16.99,75.9,0,565.12
2025-09-18,Z1,17.94,83.52,0,532.54
2025-09-18,Z2,13.44,85.88,0,535.5
2025-09-18,Z3,16.13,76.36,0,540.3
2025-09-18,Z4,13.52,78.96,0,525.98
2025-09-18,Z5,17.43,66.61,0,592.08
2025-09-19,Z1,16.15,77.02,0,497.7
2025-09-19,Z2,15.21,85.94,1,627.75
2025-09-19,Z3,14.02,74.02,1,645.83
2025-09-19,Z4,15.37,75.99,0,529.75
2025-09-19,Z5,16.78,83.34,0,592.84
2025-09-20,Z1,15.65,85.61,0,498.1
2025-09-20,Z2,16.51,83.78,0,543.61
2025-09-20,Z3,15.07,82.45,0,555.9
2025-09-20,Z4,14.91,84.09,0,559.65
2025-09-20,Z5,13.86,79.96,0,591.48
2025-09-21,Z1,13.76,77.6,0,428.72
2025-09-21,Z2,13.12,71.45,0,496.66
2025-09-21,Z3,10.65,81.8,0,531.61
2025-09-21,Z4,12.74,86.69,0,558.24
2025-09-21,Z5,15.7,88.59,0,622.21
2025-09-22,Z1,15.5,90.0,0,510.61
2025-09-22,Z2,14.66,75.95,0,461.12
2025-09-22,Z3,16.54,90.0,0,558.15
2025-09-22,Z4,16.16,77.98,0,538.01
2025-09-22,Z5,16.58,72.05,0,570.5
2025-09-23,Z1,17.54,76.59,1,607.0
2025-09-23,Z2,18.29,80.38,0,535.94
2025-09-23,Z3,15.13,83.8,1,651.26
2025-09-23,Z4,10.88,90.0,1,637.55
2025-09-23,Z5,15.47,71.56,0,562.66
2025-09-24,Z1,19.62,69.21,0,515.66
2025-09-24,Z2,12.54,84.91,0,529.94
2025-09-24,Z3,16.53,81.16,1,659.21
2025-09-24,Z4,16.87,75.78,0,567.13
2025-09-24,Z5,19.44,72.13,0,582.28
2025-09-25,Z1,16.97,73.82,0,506.08
2025-09-25,Z2,16.71,83.65,1,640.65
2025-09-25,Z3,11.45,80.23,0,473.91
2025-09-25,Z4,16.51,80.25,0,566.04
2025-09-25,Z5,16.53,79.12,1,650.76
2025-09-26,Z1,14.76,78.12,0,468.89
2025-09-26,Z2,14.16,71.33,1,570.91
2025-09-26,Z3,15.1,87.94,1,642.8
2025-09-26,Z4,14.92,77.89,0,522.66
2025-09-26,Z5,16.25,70.97,0,602.83
2025-09-27,Z1,15.19,88.52,0,559.66
2025-09-27,Z2,15.19,74.46,0,512.17
2025-09-27,Z3,14.17,83.29,0,540.78
2025-09-27,Z4,15.19,76.24,0,566.54
2025-09-27,Z5,14.47,82.79,0,557.14
2025-09-28,Z1,14.78,78.49,0,501.49
2025-09-28,Z2,15.27,83.76,0,517.68
2025-09-28,Z3,13.48,81.86,1,645.67
2025-09-28,Z4,17.39,80.02,1,700.41
2025-09-28,Z5,15.81,80.2,0,588.39
2025-09-29,Z1,12.95,83.28,0,470.29
2025-09-29,Z2,14.92,73.05,1,580.83
2025-09-29,Z3,11.21,87.54,0,555.72
2025-09-29,Z4,12.24,80.58,1,632.6
2025-09-29,Z5,13.13,78.62,0,574.49
2025-09-30,Z1,14.45,80.48,0,508.35
2025-09-30,Z2,16.33,76.98,0,527.4
2025-09-30,Z3,15.79,81.48,0,560.91
2025-09-30,Z4,14.1,78.68,0,538.99
2025-09-30,Z5,13.85,83.83,0,569.98
2025-10-01,Z1,17.12,78.84,1,638.58
2025-10-01,Z2,14.75,79.19,0,514.35
2025-10-01,Z3,16.98,71.91,0,548.05
2025-10-01,Z4,13.26,81.68,0,526.11
2025-10-01,Z5,15.02,70.33,0,547.32
2025-10-02,Z1,14.82,80.26,0,481.44
2025-10-02,Z2,17.81,72.23,0,515.87
2025-10-02,Z3,14.17,75.85,0,483.88
2025-10-02,Z4,17.18,85.58,0,548.74
2025-10-02,Z5,15.44,77.33,1,662.43
2025-10-03,Z1,12.22,87.74,1,596.81
2025-10-03,Z2,14.27,81.8,0,501.72
2025-10-03,Z3,10.1,83.76,0,537.08
2025-10-03,Z4,17.07,76.25,0,557.31
2025-10-03,Z5,14.31,82.01,0,575.39
2025-10-04,Z1,19.78,79.36,0,539.05
2025-10-04,Z2,17.79,80.83,0,545.22
2025-10-04,Z3,15.74,81.79,0,532.57
2025-10-04,Z4,16.3,78.85,0,521.52
2025-10-04,Z5,14.57,75.79,0,594.52
2025-10-05,Z1,15.37,81.85,0,497.16
2025-10-05,Z2,18.64,78.89,0,554.88
2025-10-05,Z3,13.29,90.0,0,554.14
2025-10-05,Z4,15.39,83.8,0,602.33
2025-10-05,Z5,14.41,80.46,0,605.3
2025-10-06,Z1,13.84,73.36,0,483.66
2025-10-06,Z2,16.36,76.63,0,540.48
2025-10-06,Z3,14.11,73.48,0,503.5
2025-10-06,Z4,14.24,83.82,0,527.04
2025-10-06,Z5,17.55,73.56,0,572.18
2025-10-07,Z1,17.4,74.31,0,517.04
2025-10-07,Z2,17.24,75.02,0,535.19
2025-10-07,Z3,16.99,79.81,0,523.35
2025-10-07,Z4,12.66,85.84,0,575.2
2025-10-07,Z5,12.87,85.18,0,531.74
2025-10-08,Z1,13.8,84.5,0,504.9
2025-10-08,Z2,17.79,81.32,0,569.47
2025-10-08,Z3,13.87,85.68,0,528.57
2025-10-08,Z4,17.86,75.21,0,535.97
2025-10-08,Z5,15.24,83.56,0,604.3
2025-10-09,Z1,13.14,83.28,0,496.83
2025-10-09,Z2,14.84,75.9,0,530.02
2025-10-09,Z3,13.61,90.0,0,520.13
2025-10-09,Z4,13.79,79.91,1,646.52
2025-10-09,Z5,17.84,72.23,0,578.19
2025-10-10,Z1,17.29,78.76,0,483.68
2025-10-10,Z2,13.73,72.19,0,504.98
2025-10-10,Z3,15.64,85.33,1,635.66
2025-10-10,Z4,13.17,80.34,0,540.06
2025-10-10,Z5,14.43,84.42,0,591.03
2025-10-11,Z1,16.99,76.76,0,485.31
2025-10-11,Z2,14.5,88.88,1,630.55
2025-10-11,Z3,14.18,83.92,0,469.65
2025-10-11,Z4,16.38,80.49,1,680.21
2025-10-11,Z5,15.87,85.51,0,601.9
2025-10-12,Z1,11.92,78.55,0,459.92
2025-10-12,Z2,14.6,76.95,0,511.55
2025-10-12,Z3,14.81,72.71,0,536.72
2025-10-12,Z4,16.8,69.01,0,536.09
2025-10-12,Z5,12.99,81.67,0,564.15
2025-10-13,Z1,18.93,78.3,1,628.41
2025-10-13,Z2,16.44,75.78,0,536.26
2025-10-13,Z3,13.08,85.36,0,532.29
2025-10-13,Z4,16.91,78.21,1,663.67
2025-10-13,Z5,13.16,76.45,1,665.73
2025-10-14,Z1,12.6,71.51,0,485.65
2025-10-14,Z2,12.31,84.98,0,503.39
2025-10-14,Z3,11.47,85.08,0,528.07
2025-10-14,Z4,12.75,82.27,0,558.4
2025-10-14,Z5,12.2,88.56,0,548.0
2025-10-15,Z1,14.73,83.2,0,490.77
2025-10-15,Z2,13.88,84.34,0,533.4
2025-10-15,Z3,15.19,74.91,0,523.44
2025-10-15,Z4,17.15,77.39,1,668.58
2025-10-15,Z5,10.49,77.23,0,529.92
2025-10-16,Z1,15.56,77.72,0,508.26
2025-10-16,Z2,16.06,65.92,1,589.82
2025-10-16,Z3,14.14,77.7,0,520.2
2025-10-16,Z4,13.09,82.99,0,566.02
2025-10-16,Z5,15.98,71.98,0,569.79
2025-10-17,Z1,14.42,87.27,0,530.08
2025-10-17,Z2,14.13,79.48,0,472.43
2025-10-17,Z3,14.85,80.09,0,570.73
2025-10-17,Z4,15.98,80.27,0,570.07
2025-10-17,Z5,14.21,78.12,0,577.67
2025-10-18,Z1,15.1,88.09,0,529.35
2025-10-18,Z2,11.18,89.74,1,629.62
2025-10-18,Z3,10.67,88.06,1,593.99
2025-10-18,Z4,17.37,84.66,0,564.13
2025-10-18,Z5,16.3,72.32,0,599.2
2025-10-19,Z1,11.0,90.0,0,479.85
2025-10-19,Z2,15.82,72.27,1,617.01
2025-10-19,Z3,16.07,75.78,0,504.94
2025-10-19,Z4,15.04,79.26,1,694.78
2025-10-19,Z5,17.21,76.53,0,604.16
2025-10-20,Z1,16.55,81.58,0,527.87
2025-10-20,Z2,11.03,80.62,0,473.9
2025-10-20,Z3,13.83,78.11,0,519.21
2025-10-20,Z4,16.63,77.27,0,554.68
2025-10-20,Z5,18.18,77.88,1,710.38
2025-10-21,Z1,18.2,73.91,1,613.28
2025-10-21,Z2,13.49,79.74,0,520.35
2025-10-21,Z3,12.35,75.98,0,553.43
2025-10-21,Z4,14.87,71.77,0,565.04
2025-10-21,Z5,16.9,86.3,0,584.17
2025-10-22,Z1,15.32,82.88,0,529.38
2025-10-22,Z2,15.59,83.26,0,532.22
2025-10-22,Z3,13.57,81.3,0,539.13
2025-10-22,Z4,15.16,89.93,0,585.74
2025-10-22,Z5,16.21,73.8,0,552.92
2025-10-23,Z1,15.71,76.9,0,477.01
2025-10-23,Z2,14.39,81.58,0,524.2
2025-10-23,Z3,13.18,86.03,0,578.18
2025-10-23,Z4,18.06,73.32,0,614.89
2025-10-23,Z5,15.26,72.14,0,585.3
2025-10-24,Z1,14.28,82.63,0,522.73
2025-10-24,Z2,16.43,71.35,0,527.88
2025-10-24,Z3,15.36,84.49,0,548.5
2025-10-24,Z4,17.33,78.06,1,647.04
2025-10-24,Z5,17.11,86.72,1,712.21
2025-10-25,Z1,13.76,80.09,0,509.68
2025-10-25,Z2,15.52,77.85,0,518.17
2025-10-25,Z3,16.21,88.76,0,558.07
2025-10-25,Z4,19.29,75.22,0,614.54
2025-10-25,Z5,18.08,78.68,0,592.6
2025-10-26,Z1,16.23,80.26,0,504.45
2025-10-26,Z2,13.01,88.66,0,533.01
2025-10-26,Z3,17.5,74.7,0,510.82
2025-10-26,Z4,15.14,87.86,0,588.07
2025-10-26,Z5,18.83,80.87,0,578.7
2025-10-27,Z1,15.41,79.05,0,469.02
2025-10-27,Z2,18.76,72.88,0,540.84
2025-10-27,Z3,15.98,75.49,0,552.0
2025-10-27,Z4,15.03,72.79,0,531.26
2025-10-27,Z5,17.45,78.36,0,611.27
2025-10-28,Z1,21.08,74.16,0,562.59
2025-10-28,Z2,9.0,88.25,0,479.19
2025-10-28,Z3,16.8,75.71,1,642.83
2025-10-28,Z4,17.1,78.19,0,550.73
2025-10-28,Z5,14.95,72.58,0,560.55
2025-10-29,Z1,19.01,73.32,0,503.54
2025-10-29,Z2,16.82,72.94,0,526.17
2025-10-29,Z3,16.44,75.84,0,535.67
2025-10-29,Z4,15.95,82.11,0,560.01
2025-10-29,Z5,16.01,68.89,0,576.84
2025-10-30,Z1,18.19,78.31,0,547.72
2025-10-30,Z2,15.71,70.27,0,511.59
2025-10-30,Z3,17.95,79.04,0,568.94
2025-10-30,Z4,16.88,77.03,1,676.79
2025-10-30,Z5,17.35,68.12,0,542.59
2025-10-31,Z1,15.59,82.25,0,488.51
2025-10-31,Z2,15.43,73.5,0,483.07
2025-10-31,Z3,14.11,81.4,0,542.36
2025-10-31,Z4,18.37,75.68,0,582.58
2025-10-31,Z5,15.66,85.81,0,635.88
2025-11-01,Z1,17.09,72.95,0,564.41
2025-11-01,Z2,16.97,78.6,0,531.88
2025-11-01,Z3,15.64,80.37,0,521.0
2025-11-01,Z4,16.36,67.29,0,541.28
2025-11-01,Z5,16.02,73.77,0,595.03
2025-11-02,Z1,15.15,70.33,0,487.0
2025-11-02,Z2,16.72,76.69,0,495.95
2025-11-02,Z3,22.17,70.88,0,582.78
2025-11-02,Z4,17.9,72.92,0,540.81
2025-11-02,Z5,17.23,66.85,0,577.01
2025-11-03,Z1,17.51,87.98,1,668.0
2025-11-03,Z2,14.88,90.0,0,491.25
2025-11-03,Z3,13.34,69.12,0,501.56
2025-11-03,Z4,17.48,77.5,0,562.96
2025-11-03,Z5,17.61,74.14,1,696.77
2025-11-04,Z1,18.08,86.48,0,494.13
2025-11-04,Z2,12.08,81.12,0,473.05
2025-11-04,Z3,17.35,79.12,0,570.44
2025-11-04,Z4,17.13,73.66,0,565.4
2025-11-04,Z5,15.05,87.74,0,561.75
2025-11-05,Z1,14.29,79.39,1,629.75
2025-11-05,Z2,17.98,73.77,1,625.8
2025-11-05,Z3,15.59,71.04,0,491.52
2025-11-05,Z4,17.37,79.2,0,590.66
2025-11-05,Z5,17.15,75.75,0,554.36
2025-11-06,Z1,14.48,83.83,1,581.38
2025-11-06,Z2,17.6,71.42,0,491.24
2025-11-06,Z3,16.18,78.52,0,572.68
2025-11-06,Z4,15.04,77.13,0,536.79
2025-11-06,Z5,18.14,72.33,0,621.22
2025-11-07,Z1,12.54,79.87,0,501.7
2025-11-07,Z2,14.47,74.34,0,523.64
2025-11-07,Z3,15.85,76.15,0,535.95
2025-11-07,Z4,17.42,73.83,0,548.49
2025-11-07,Z5,15.72,80.33,0,559.18
2025-11-08,Z1,19.55,77.89,0,567.51
2025-11-08,Z2,15.46,81.15,0,492.92
2025-11-08,Z3,16.2,83.71,1,662.49
2025-11-08,Z4,14.13,89.23,0,568.66
2025-11-08,Z5,13.71,84.85,0,574.83
2025-11-09,Z1,14.4,73.0,0,505.0
2025-11-09,Z2,20.34,79.77,0,551.6
2025-11-09,Z3,17.27,83.19,0,606.38
2025-11-09,Z4,17.13,67.92,0,539.36
2025-11-09,Z5,16.84,63.66,0,546.38
2025-11-10,Z1,20.85,74.65,0,545.51
2025-11-10,Z2,16.84,73.7,0,543.85
2025-11-10,Z3,17.72,75.28,0,562.09
2025-11-10,Z4,19.81,76.0,0,593.74
2025-11-10,Z5,15.18,79.24,0,592.08
2025-11-11,Z1,18.76,77.07,0,529.31
2025-11-11,Z2,15.62,76.54,0,534.99
2025-11-11,Z3,17.62,65.81,0,515.81
2025-11-11,Z4,20.06,81.73,0,639.78
2025-11-11,Z5,14.78,84.08,0,580.52
2025-11-12,Z1,16.72,84.48,0,522.75
2025-11-12,Z2,16.33,84.5,0,514.89
2025-11-12,Z3,16.68,78.99,1,638.44
2025-11-12,Z4,16.1,82.95,0,579.82
2025-11-12,Z5,17.77,85.91,0,594.43
2025-11-13,Z1,16.02,89.51,0,591.98
2025-11-13,Z2,19.44,78.58,0,568.55
2025-11-13,Z3,18.32,73.72,0,551.83
2025-11-13,Z4,16.89,72.29,0,562.49
2025-11-13,Z5,20.95,77.16,1,742.21
2025-11-14,Z1,20.19,75.28,0,511.35
2025-11-14,Z2,20.94,71.21,0,559.95
2025-11-14,Z3,19.27,80.42,0,550.55
2025-11-14,Z4,19.49,76.37,0,568.15
2025-11-14,Z5,18.88,68.63,0,611.18
2025-11-15,Z1,16.0,76.26,1,571.81
2025-11-15,Z2,16.72,68.74,0,500.3
2025-11-15,Z3,17.77,79.47,0,537.51
2025-11-15,Z4,18.34,77.35,0,620.53
2025-11-15,Z5,17.59,82.23,1,703.66
2025-11-16,Z1,21.32,65.5,1,640.94
2025-11-16,Z2,17.37,78.21,0,524.33
2025-11-16,Z3,18.31,76.47,0,551.15
2025-11-16,Z4,14.74,78.14,0,557.2
2025-11-16,Z5,21.93,69.99,0,594.96
2025-11-17,Z1,19.77,79.32,0,531.22
2025-11-17,Z2,22.24,70.99,0,562.05
2025-11-17,Z3,18.13,84.53,0,591.37
2025-11-17,Z4,15.44,83.31,0,577.97
2025-11-17,Z5,18.81,83.69,0,653.2
2025-11-18,Z1,23.83,78.86,1,677.96
2025-11-18,Z2,18.35,80.26,0,529.19
2025-11-18,Z3,18.18,80.63,0,583.2
2025-11-18,Z4,19.99,72.52,0,578.14
2025-11-18,Z5,19.32,78.99,0,615.4
2025-11-19,Z1,21.8,69.35,0,547.86
2025-11-19,Z2,20.94,71.83,0,548.37
2025-11-19,Z3,21.48,75.12,0,556.15
2025-11-19,Z4,17.07,74.1,1,662.87
2025-11-19,Z5,18.91,75.89,0,611.04
2025-11-20,Z1,19.0,79.51,0,528.61
2025-11-20,Z2,16.23,79.21,0,542.36
2025-11-20,Z3,18.97,79.15,0,548.04
2025-11-20,Z4,16.25,80.5,0,564.08
2025-11-20,Z5,14.77,74.36,0,573.98
2025-11-21,Z1,20.73,67.95,0,506.48
2025-11-21,Z2,19.42,67.91,0,522.09
2025-11-21,Z3,19.75,73.53,0,574.3
2025-11-21,Z4,16.18,77.8,0,549.6
2025-11-21,Z5,20.99,81.5,0,614.45
2025-11-22,Z1,18.27,76.89,0,556.3
2025-11-22,Z2,17.18,72.09,0,522.15
2025-11-22,Z3,18.82,62.02,0,557.81
2025-11-22,Z4,18.75,79.67,0,615.86
2025-11-22,Z5,23.2,69.99,0,596.9
2025-11-23,Z1,17.37,73.28,0,491.16
2025-11-23,Z2,18.23,78.35,0,531.2
2025-11-23,Z3,18.6,71.81,0,518.89
2025-11-23,Z4,19.13,66.17,0,583.2
2025-11-23,Z5,22.07,69.87,0,630.55
2025-11-24,Z1,15.21,73.08,0,479.91
2025-11-24,Z2,18.74,70.21,0,511.71
2025-11-24,Z3,22.11,73.87,0,605.65
2025-11-24,Z4,18.93,72.33,0,598.56
2025-11-24,Z5,19.83,69.97,0,598.24
2025-11-25,Z1,21.36,68.26,0,526.58
2025-11-25,Z2,15.41,70.61,0,472.83
2025-11-25,Z3,18.59,74.61,0,528.48
2025-11-25,Z4,21.24,67.44,0,557.37
2025-11-25,Z5,23.78,80.56,0,682.93
2025-11-26,Z1,16.91,88.89,0,495.82
2025-11-26,Z2,18.38,70.1,0,505.51
2025-11-26,Z3,18.71,83.4,0,576.83
2025-11-26,Z4,21.73,73.11,0,566.07
2025-11-26,Z5,19.2,76.77,0,626.42
2025-11-27,Z1,21.13,70.71,0,521.36
2025-11-27,Z2,22.04,78.17,0,572.28
2025-11-27,Z3,18.21,77.05,0,575.64
2025-11-27,Z4,17.24,86.6,0,569.81
2025-11-27,Z5,18.27,79.22,0,614.68
2025-11-28,Z1,22.43,66.44,0,515.54
2025-11-28,Z2,24.9,71.61,0,537.82
2025-11-28,Z3,18.82,79.98,0,575.81
2025-11-28,Z4,17.61,75.73,0,577.68
2025-11-28,Z5,19.9,75.85,0,598.11
2025-11-29,Z1,19.91,79.93,0,533.59
2025-11-29,Z2,20.29,70.83,0,536.3
2025-11-29,Z3,18.96,76.46,0,563.05
2025-11-29,Z4,18.85,70.95,1,681.15
2025-11-29,Z5,17.35,77.94,1,710.86
2025-11-30,Z1,21.71,68.69,0,543.93
2025-11-30,Z2,17.83,80.66,0,557.38
2025-11-30,Z3,21.24,80.91,0,587.19
2025-11-30,Z4,17.53,80.86,0,567.52
2025-11-30,Z5,19.21,71.43,0,582.99
2025-12-01,Z1,21.98,78.66,0,555.68
2025-12-01,Z2,21.62,79.89,0,558.9
